carat,cut,color,clarity,depth,table,price,x,y,z,xy,predictions
0.73,Ideal,H,VS2,62.7,55.0,2793,5.72,5.76,3.6,0.9930555555555556,2643.5
0.79,Very Good,E,SI1,63.2,56.0,2794,5.91,5.86,3.72,1.0085324232081911,2825.4
0.71,Very Good,E,VS2,60.7,56.0,2795,5.81,5.82,3.53,0.9982817869415807,2782.3
0.81,Premium,I,VVS2,61.9,60.0,2795,5.91,5.86,3.64,1.0085324232081911,3028.8
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72,0.9932885906040269,2798.8
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,1.0034965034965035,2911.4
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,1.0070298769771528,2507.6
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,1.0035087719298246,2605.9
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,1.0065252854812399,2873.3
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,1.0141592920353983,2654.3
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,1.0091603053435114,2938.5
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,0.9895833333333334,2765.1
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,0.988352745424293,2543.1
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,0.9950819672131148,2930.1
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,0.9929947460595446,2797.0
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,0.9965217391304348,2884.1
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,1.0087873462214412,2812.6
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,0.9981308411214954,2713.1
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,0.9922480620155039,2939.6
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,0.9947826086956522,2856.8
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,0.9931153184165232,2723.2
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,0.9982817869415807,3316.9
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,0.9847457627118643,2971.9
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,1.0033277870216306,2352.7
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,1.0231404958677688,2847.9
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,1.0171821305841924,2845.6
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,0.9932318104906938,2703.9
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,0.9904000000000001,2892.5
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,0.9916943521594684,2804.1
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,1.0085324232081911,2816.4
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,0.9945054945054944,2772.8
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,0.9934533551554828,2839.7
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,0.989399293286219,2934.2
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,0.9903691813804173,3032.2
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,0.9851973684210527,2937.7
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,0.9934102141680395,3048.2
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,0.9883720930232559,2830.1
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,1.0105633802816902,2810.2
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,0.9949579831932772,2863.9
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,0.9963302752293577,2957.3
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,1.0155172413793103,2823.2
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,0.9937597503900156,2811.4
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,1.0069444444444444,2705.3
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,1.0105263157894737,2709.2
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,0.9949664429530201,2801.0
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,1.0052910052910053,2742.3
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,1.0051107325383306,2804.2
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,1.0053475935828875,2708.9
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,1.0088652482269505,2681.7
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,1.0078003120124805,2922.0
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,1.0173501577287067,3406.9
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,0.9935794542536116,2943.2
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,0.9942857142857142,2637.1
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,1.032085561497326,2837.2
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,1.0228070175438597,2850.0
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,0.9964601769911504,2637.2
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,0.9913644214162349,2880.2
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,1.0070052539404553,2783.5
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,0.9915110356536503,3136.4
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,0.9946332737030411,2718.7
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,1.0052910052910053,2773.5
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,1.0068846815834769,2696.1
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,1.008849557522124,2752.5
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,1.0085034013605443,2874.6
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,1.0069324090121317,2696.1
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,1.0134453781512605,2822.9
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,1.0035460992907803,2772.1
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,1.0097560975609756,3845.0
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,0.9929328621908127,2778.6
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,0.9964788732394367,2657.4
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,0.9865771812080537,2775.5
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,0.9930191972076788,2779.7
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,0.9948006932409014,3144.7
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,1.0087719298245614,2975.6
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,0.9884868421052632,2880.5
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,0.9964912280701753,3029.7
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,0.9948006932409014,2870.2
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,0.9948275862068965,3336.0
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,1.0154109589041096,2816.6
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,1.0121107266435985,2699.6
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,1.0051993067590987,2887.8
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,0.9931153184165232,2716.1
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,0.9834254143646409,2889.6
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,1.0087719298245614,2707.6
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,1.0070175438596491,2721.3
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,1.0121739130434784,2805.0
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,1.0050933786078098,2850.5
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,0.9915824915824915,2831.4
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,0.9915254237288135,2971.5
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,0.9965156794425086,2744.5
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,0.9895104895104896,2865.3
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,0.9898305084745762,2910.7
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,1.0032310177705976,3022.4
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,0.9932318104906938,2934.8
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,0.9877408056042031,2839.8
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,1.0114942528735633,2720.6
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,1.0069686411149825,2733.3
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,0.9963167587476981,2799.3
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,1.0070175438596491,2754.8
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,1.0103626943005182,2960.7
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,1.0165289256198349,2752.1
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,1.006896551724138,2547.3
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,1.0105105105105106,2736.0
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,0.987719298245614,2768.3
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,0.9880136986301369,2857.1
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,0.9931623931623932,2778.7
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,0.9928698752228164,2878.0
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,0.984822934232715,3033.8
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,0.9930555555555556,2757.9
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,1.0050420168067227,2890.3
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,1.0115321252059306,3022.7
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,1.0247524752475248,2556.8
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,0.9875886524822696,2609.2
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,0.982905982905983,2633.8
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,0.9927667269439421,2603.3
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,0.9894551845342706,2733.3
0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,1.0069124423963134,554.0
0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,1.0115207373271888,554.0
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,1.0045977011494254,554.0
0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,1.006880733944954,554.9
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,1.006880733944954,549.8
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,1.01131221719457,554.8
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,1.0046620046620045,545.6
0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,1.0068493150684932,551.2
0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,1.009433962264151,554.0
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,1.0046838407494145,548.4
0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,1.0142857142857142,549.8
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,1.0118483412322274,548.4
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,1.0047281323877069,551.2
0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,1.0046082949308757,554.0
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,1.0125260960334028,530.3
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,0.9884526558891455,543.9
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,0.9882352941176471,538.5
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,0.9931034482758622,515.8
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,0.9933333333333333,544.6
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,0.9934354485776805,537.8
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,0.9911504424778763,553.2
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,0.9933774834437086,553.2
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,0.9953596287703017,586.0
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,0.988399071925754,513.4
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,0.9956331877729256,537.0
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,0.9880000000000001,581.9
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,0.9886877828054299,627.2
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,0.9934354485776805,532.7
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,0.9953488372093025,541.2
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,0.9927184466019416,539.7
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,0.986013986013986,2667.7
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,0.9912434325744308,2714.9
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,0.9947552447552449,2831.7
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,1.0074962518740629,3224.5
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,1.0050933786078098,2806.4
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,1.0078277886497065,2432.4
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,1.0015898251192368,2925.9
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,1.0084033613445378,3078.2
0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,1.006611570247934,3191.1
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,1.0086058519793462,2639.5
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,1.005128205128205,2881.8
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,1.0051457975986278,2824.3
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,0.9924098671726757,2873.9
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,0.9866888519134775,2235.6
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,0.9965576592082617,3021.6
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,0.9896729776247849,2770.1
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,0.9895833333333334,2730.5
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,0.9896373056994819,2762.9
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,0.9913344887348354,2666.6
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,1.0066225165562914,2890.0
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,1.013782542113323,2945.4
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,1.0048154093097912,3119.9
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,1.0118243243243243,2815.0
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,1.0120300751879698,3018.4
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,1.0076923076923077,2950.1
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,0.9932773109243698,2851.1
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,0.9963898916967509,2664.0
0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,0.9859402460456942,2981.2
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,1.0136054421768708,2781.3
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,1.0048939641109298,2671.5
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,1.0066666666666666,2884.7
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,1.0087260034904013,2734.1
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,0.9915110356536503,2726.1
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,1.0035460992907803,2940.0
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,1.0070796460176992,2823.1
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,0.992753623188406,2915.4
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,1.0051457975986278,2750.4
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,1.0087719298245614,2738.0
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,1.0087412587412588,2636.6
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,1.006980802792321,2728.2
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,1.0064935064935066,3174.9
0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,1.0108303249097472,2728.6
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,1.005328596802842,2728.6
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,1.0087260034904013,2822.9
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,1.0071428571428571,2802.2
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,1.0062597809076683,3283.2
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,1.022508038585209,2809.9
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,1.0116666666666667,2682.3
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,1.0089126559714794,2968.2
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,1.0137221269296741,3121.3
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,1.0088652482269505,2761.6
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,1.0070921985815602,2925.2
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,1.0359477124183005,3319.3
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,0.9929577464788732,2803.3
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,0.9930675909878685,2820.3
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,0.9948186528497409,2955.5
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,1.0033613445378151,2533.9
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,0.9947275922671353,2760.3
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,1.0034602076124566,2798.4
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,1.006980802792321,2769.8
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,0.998080614203455,2807.8
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,1.012152777777778,2680.9
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,1.0035087719298246,2853.7
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,1.011965811965812,2801.5
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,1.0158450704225352,2625.7
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,1.0034364261168385,2878.1
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,1.0105263157894737,2773.3
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,1.0052539404553416,2901.1
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,1.006896551724138,2822.0
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,1.0069444444444444,2763.2
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,1.0122807017543858,2867.8
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,1.0052631578947369,2833.6
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,0.9944444444444444,2755.4
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,0.9932088285229203,2753.4
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,0.9948096885813148,2734.3
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,1.0070546737213404,2785.5
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,1.0034904013961605,2831.8
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,1.0121739130434784,2822.0
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,1.0052447552447552,2820.2
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,1.001658374792703,2962.5
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,1.0051457975986278,2950.9
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,1.0088028169014085,2818.5
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,1.0088339222614842,2799.5
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,1.0086655112651648,2770.8
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,1.0088339222614842,2716.2
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,1.005366726296959,2840.9
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,1.0177619893428065,2835.4
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,1.0070422535211268,2792.5
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,1.013986013986014,2720.4
0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,1.0070052539404553,2676.5
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,0.9932203389830508,2830.5
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,0.9885807504078303,2932.9
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,1.0088339222614842,2827.2
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,0.9856887298747764,2913.1
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,1.011705685618729,2874.9
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,1.006980802792321,2819.6
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,1.0087873462214412,2824.0
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,0.9965870307167235,2810.4
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,0.9965217391304348,3083.4
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,1.0083752093802345,2759.4
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,1.0033167495854063,2768.1
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,1.0123674911660778,2661.1
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,1.0049586776859505,2832.9
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,0.9913793103448276,3030.6
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,1.011764705882353,2725.5
1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,1.0102489019033676,2960.4
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,1.0080775444264942,2886.6
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,1.012323943661972,2827.7
0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,1.0102040816326532,2935.3
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,1.0065897858319606,2886.9
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,1.010714285714286,2824.8
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,1.003584229390681,2890.3
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,1.0069686411149825,2944.7
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,1.016474464579901,2834.3
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,1.005050505050505,2777.3
0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,1.0062794348508635,2821.0
0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,0.9947368421052631,2695.0
0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,0.9964912280701753,2958.0
0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,1.0101694915254236,2836.9
0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,0.9912891986062718,2876.4
0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,0.9929824561403509,2742.3
0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,0.9948006932409014,2599.8
1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,1.012678288431062,3085.0
0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56,1.0087719298245614,2948.2
0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,1.0068143100511073,2763.5
0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,0.996282527881041,2865.3
0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,1.0052264808362368,2877.5
